# The World Bank's Databank
# Data from database: Education Statistics - All Indicators
# Source: https://databank.worldbank.org/home.aspx
# Last Updated: 04/21/2020
#
# A "wide" version of `edstats_2019.csv` (the most recent indicators).
"CountryName","HD.HCI.AMRT","HD.HCI.AMRT.FE","HD.HCI.AMRT.MA","HD.HCI.EYRS","HD.HCI.EYRS.FE","HD.HCI.EYRS.MA","HD.HCI.HLOS","HD.HCI.HLOS.FE","HD.HCI.HLOS.MA","HD.HCI.MORT","HD.HCI.MORT.FE","HD.HCI.MORT.MA","HD.HCI.OVRL","HD.HCI.OVRL.FE","HD.HCI.OVRL.MA","IT.CMP.PCMP.P2","IT.NET.USER.P2","LO.PISA.MAT","LO.PISA.MAT.FE","LO.PISA.MAT.MA","LO.PISA.REA","LO.PISA.REA.FE","LO.PISA.REA.MA","LO.PISA.SCI","LO.PISA.SCI.FE","LO.PISA.SCI.MA","NY.GDP.MKTP.CD","NY.GDP.PCAP.CD","NY.GDP.PCAP.PP.CD","NY.GNP.PCAP.CD","NY.GNP.PCAP.PP.CD","SE.COM.DURS","SE.PRM.CMPT.FE.ZS","SE.PRM.CMPT.MA.ZS","SE.PRM.CMPT.ZS","SE.PRM.ENRL.TC.ZS","SE.PRM.ENRR","SE.PRM.ENRR.FE","SE.PRM.ENRR.MA","SE.PRM.NENR","SE.PRM.NENR.FE","SE.PRM.NENR.MA","SE.PRM.PRIV.ZS","SE.SEC.ENRL.TC.ZS","SE.SEC.ENRR","SE.SEC.ENRR.FE","SE.SEC.ENRR.MA","SE.SEC.NENR","SE.SEC.NENR.MA","SE.SEC.PRIV.ZS","SE.TER.ENRR","SE.TER.ENRR.FE","SE.TER.ENRR.MA","SE.TER.PRIV.ZS","SE.XPD.TOTL.GD.ZS","SL.TLF.ADVN.FE.ZS","SL.TLF.ADVN.MA.ZS","SL.TLF.ADVN.ZS","SP.POP.TOTL","SP.POP.TOTL.FE.IN","SP.POP.TOTL.MA.IN","SP.PRM.TOTL.FE.IN","SP.PRM.TOTL.IN","SP.PRM.TOTL.MA.IN","SP.SEC.TOTL.FE.IN","SP.SEC.TOTL.IN","SP.SEC.TOTL.MA.IN","UIS.PTRHC.56","UIS.SAP.CE","UIS.SAP.CE.F","UIS.SAP.CE.M","UIS.X.PPP.1.FSGOV","UIS.X.PPP.2T3.FSGOV","UIS.X.PPP.5T8.FSGOV","UIS.X.US.1.FSGOV","UIS.X.US.2T3.FSGOV","UIS.X.US.5T8.FSGOV","UIS.XGDP.1.FSGOV","UIS.XGDP.23.FSGOV","UIS.XGDP.56.FSGOV","UIS.XUNIT.GDPCAP.1.FSGOV","UIS.XUNIT.GDPCAP.23.FSGOV","UIS.XUNIT.GDPCAP.5T8.FSGOV","UIS.XUNIT.PPP.1.FSGOV.FFNTR","UIS.XUNIT.PPP.2T3.FSGOV.FFNTR","UIS.XUNIT.PPP.5T8.FSGOV.FFNTR","UIS.XUNIT.US.1.FSGOV.FFNTR","UIS.XUNIT.US.23.FSGOV.FFNTR","UIS.XUNIT.US.5T8.FSGOV.FFNTR"
"Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6770532818.53282,80989.1722114502,NA,75340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Israel",0.9485,0.9619,0.9349,13.76,NA,NA,503,506,501,0.9964,0.9967,0.9962,0.763,NA,NA,NA,81.58118359,463.034548920455,467.386362246446,458.193635285558,470.415177979245,493.20375716413,445.065390331601,462.196632753733,471.331584289934,452.03500399507,370587977153.583,41715.0292840432,39919.1696489174,40920,39940,15,106.37435,104.78502,105.55797,12.07069,104.90112,105.38438,104.44357,97.01884,NA,NA,22.97829,NA,105.08456,105.99444,104.22316,98.63822,98.03686,11.98762,63.35469,74.47486,52.81753,83.33157,5.8493,80.2359008789063,84.8933029174805,82.2867965698242,9018000,4533000,4485000,445370,915685,470315,392695,807267,414572,NA,2225738,1082673,1143065,7296.55339,5772.26714,2842.35477,7268.9794,5750.45349,2831.61339,2.27598,1.80052,0.8866,21.53058,18.65667,18.18129,8076.84977,6998.74889,6820.41832,8046.32701,6972.30032,6794.64367
"Italy",0.9504,0.9667,0.9341,13.58,13.58,13.58,514,511,516,0.9966,0.9969,0.9964,0.769,0.774,0.764,NA,74.38718292,486.58985801291,478.548682990105,494.090670231885,476.284679692667,489.082704137511,464.346675873277,468.011727891513,466.33148160285,469.579062498351,2083864259622.65,34483.2039992043,41830.4263276444,33730,42290,12,98.74485,98.88486,98.81698,11.48066,101.87936,100.28256,103.38533,95.65574,95.36984,95.92537,6.02327,9.98461,101.27041,100.90071,101.6142,94.66346,94.0774,6.8076,61.933,71.51538,53.02467,12.07294,3.82926,73.4178009033203,76.223503112793,74.6545028686523,60340000,30981000,29359000,1363323,2807694,1444371,2217841,4585680,2367839,20.12302,6833585,3308692,3524893,21705.83011,39029.26899,17328.67453,17139.40036,31966.54303,13683.10215,0.91694,1.74464,0.73203,19.52238,22.90489,24.32675,7622.54519,8437.34156,9498.42222,6018.92916,6910.52252,7500.16288
"Jamaica",0.8699,0.9018,0.8381,11.7,11.88,11.53,387,404,372,0.9848,0.9867,0.983,0.544,0.558,0.5,NA,55.07206705,NA,NA,NA,NA,NA,NA,NA,NA,NA,15713908816.1463,5354.2368587703,9326.66405867008,4970,8900,6,85.17264,86.05066,85.61918,24.79434,90.99539,88.88196,93.04456,81.0188,81.26045,80.78449,9.17632,16.69828,82.28867,83.60949,81.02319,73.96802,71.72318,2.0258,27.13061,34.69339,19.88181,39.54009,5.40731,NA,NA,NA,2948000,1485000,1464000,134617,273554,138937,116564,237966,121402,NA,273460,134619,138841,484.05605,534.85592,277.63172,273.06291,301.71984,156.61601,1.84738,2.04125,1.05957,21.53726,29.56085,36.00396,1932.0604,2651.83899,3050.81045,1089.90279,1495.94014,1734.64409
"Japan",0.9448,0.9627,0.9277,13.64,NA,NA,563,562,565,0.9974,0.9976,0.9973,0.844,NA,NA,NA,84.58806583,526.973250496982,522.034617536026,532.156109627177,503.856041309186,513.82050431233,493.39881388175,529.135433770821,527.777848948894,530.560154122581,4971323079771.87,39289.9584346358,42797.4585169914,41310,44380,9,NA,NA,NA,15.66096,NA,NA,NA,NA,NA,NA,1.18381,11.11967,NA,NA,NA,NA,NA,20.42335,NA,NA,NA,78.81415,3.18618,71.2200012207031,85.2600021362305,78.3300018310547,126097000,64520000,61578000,NA,NA,NA,NA,NA,NA,6.87891,NA,NA,NA,57470.88632,68697.59693,32397.43211,49117.23777,58712.09613,27688.32148,1.11898,1.33757,0.63079,NA,NA,NA,8798.72216,9715.91852,8325.27904,7519.78882,8303.66661,7115.16276
"Jordan",0.8919,0.9098,0.8748,11.62,11.81,11.44,409,428,391,0.983,0.9839,0.9821,0.562,0.589,0.537,NA,66.79031443,399.761909259239,402.783273076372,396.631269400915,419.063660710194,444.155644400536,393.064155513261,429.252073733676,443.659661272959,414.323395645659,42231295774.6479,4241.78878213854,9478.90458750285,4200,9430,10,72.23632,73.15523,72.70051,18.53699,81.4589,80.70693,82.1924,80.8644,80.17565,81.53623,34.44146,12.26127,63.11653,64.15522,62.0969,62.59678,61.68659,21.57841,34.41532,37.37089,31.51004,27.4765,3.58851,NA,NA,NA,10102000,4988000,5113000,691709,1402461,710752,632660,1277394,644734,12.50293,2243641,1109151,1134490,1410.69394,1150.81283,759.72508,641.02895,522.9372,345.22426,1.51576,1.23653,0.81631,13.30793,15.58689,25.32656,1244.01793,1457.0534,2367.51184,565.29023,662.095,1075.81353
"Kazakhstan",0.7965,0.8851,0.7084,13.34,13.46,13.23,537,542,533,0.99,0.9911,0.9889,0.746,0.78,0.714,NA,78.90391906,423.146133028156,422.482002862951,423.773931872769,386.909274699556,400.728598911844,373.845938281003,397.104835281035,400.901187476459,393.516162989227,179339994859.384,9812.60113654067,27879.7519462896,8070,24450,9,106.95963,105.82817,106.37735,17.21457,104.37133,105.33019,103.46663,86.85584,NA,NA,1.06052,7.67993,113.22753,113.79299,112.69045,99.83989,92.59102,4.67053,61.74976,68.44193,55.38415,53.56407,2.75095,NA,NA,NA,18469000,9509000,8960000,679770,1400239,720469,829494,1702828,873334,15.07117,2685826,1305786,1380040,92.0462,9197.53321,1312.72934,30.86128,2802.99787,440.13229,0.0181,2.04184,0.25808,0.23507,21.20877,7.46282,65.42172,5368.97257,2076.94565,21.93461,1636.22335,696.35896
"Kenya",0.787,0.8256,0.7478,10.7,NA,NA,455,NA,NA,0.9544,0.9585,0.9505,0.518,NA,NA,NA,17.82710021,NA,NA,NA,NA,NA,NA,NA,NA,NA,87908262519.9164,1710.51009699405,3467.55647830821,1620,3440,12,100.08462,99.27903,99.67874,30.65055,103.20534,103.39774,103.01617,79.96782,81.68963,78.2704,15.99135,NA,NA,NA,NA,NA,NA,NA,11.46471,9.73054,13.20053,18.98969,5.32024,68.3040008544922,69.6975021362305,69.1355972290039,52574000,26452000,26122000,4115704,8295076,4179372,3727862,7506670,3778808,26.99626,15568848,7727920,7840928,2564.7923,2947.67194,922.75845,1177.06501,1352.78069,423.48329,1.91555,2.2015,0.68917,10.95105,NA,76.42309,313.97764,NA,2191.12787,144.09436,NA,1005.57848
"Kiribati",0.8067,0.8474,0.764,11.57,NA,NA,383,394,372,0.9454,0.9502,0.9408,0.479,NA,NA,NA,14.58181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,188284518.828452,1625.28610001512,2293.92033296962,3140,4410,9,103.17741,98.62896,100.86957,25.48855,101.30461,104.85785,97.87843,94.69278,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.4142990112305,82.915397644043,82.6585006713867,118000,60000,58000,8256,17019,8763,7540,15328,7788,NA,23643,11571,12072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People’s Rep.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,101.88144,101.14711,101.50647,20.30024,112.77928,112.75841,112.79925,NA,NA,NA,NA,17.47049,92.77569,93.30619,92.26872,NA,NA,NA,27.02157,18.18409,35.45005,NA,NA,NA,NA,NA,25666000,13113000,12553000,653851,1336930,683079,1093127,2232458,1139331,9.02855,3898381,1907724,1990657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",0.9396,0.9635,0.9167,13.58,13.61,13.55,563,567,560,0.9967,0.997,0.9965,0.845,0.852,0.813,NA,95.8982922,525.933001858893,523.814004561439,527.856147498456,514.052287958269,526.406274343338,502.840138194686,519.007254581204,516.888381655968,520.930287343848,1619423701169.63,31362.75147294,40111.7757574615,30600,40090,9,91.13162,91.56334,91.35512,16.28669,98.0886,97.96419,98.20545,97.25516,97.15902,97.34545,1.5925,13.26544,100.33825,100.00129,100.64857,98.00711,98.19101,31.26802,94.34969,82.8425,104.751,80.2565,4.59437,62.6640014648438,80.3093032836914,72.2370986938477,51782000,25854000,25928000,1324104,2730011,1405907,1409956,2937860,1527904,14.28244,4149976,2003851,2146125,27721.3065,33824.51813,17881.07011,20605.23199,25141.74587,13290.98965,1.4564,1.77705,0.93942,27.84732,28.17817,15.02377,10343.28479,10466.1707,5580.25224,7688.15794,7779.49897,4147.79845
"Kosovo",0.906,0.934,0.878,12.85,12.74,12.95,375,381,369,0.985,0.988,0.983,0.56,0.575,0.546,NA,89.44303197,365.884946677861,363.776532478772,367.993933192901,353.065432540458,365.67739009142,340.450051551884,364.882407737958,367.676927099935,362.087129821043,7938990793.20113,4302.27648252378,11348.3634485683,4220,11540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4500007629395,62.6100006103516,57.0800018310547,1857000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuwait",0.9225,0.9442,0.9082,12.44,12.79,12.11,383,398,369,0.9919,0.9925,0.9913,0.576,0.599,0.539,NA,99.59999254,NA,NA,NA,NA,NA,NA,NA,NA,NA,140645364238.411,33994.4065667831,72897.562345371,34290,84250,9,97.54345,86.93635,91.81941,8.88073,92.36027,97.21543,88.13593,82.63321,86.86493,78.9513,41.84836,7.58836,97.82772,100.95561,94.92168,86.52941,84.50138,34.97601,54.36414,76.13706,35.82565,26.04525,NA,NA,NA,NA,4207000,1644000,2563000,144203,313976,169773,155702,342532,186830,NA,500921,232171,268750,2847.13904,3838.14599,NA,1793.57353,2417.86472,NA,1.02984,1.38829,NA,14.37769,17.29438,NA,11272.00365,13558.66421,NA,7100.87111,8541.36762,NA
"Kyrgyz Republic",0.8236,0.8932,0.7545,12.56,12.62,12.5,420,426,414,0.98,0.9824,0.9778,0.58,0.603,0.558,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,8092836608.78875,1281.36366078545,3884.70880922506,1220,3780,10,104.4391,104.5905,104.51629,24.98946,107.56541,107.20635,107.90987,89.85774,88.83152,90.38889,2.07992,10.64648,95.05481,95.04675,95.06257,84.38733,84.64377,2.85204,41.26702,46.73536,36.00659,13.19105,6.02619,67.8899993896484,85.6399993896484,75.7399978637695,6404000,3236000,3168000,254283,519775,265492,355076,724083,369007,11.0836,1143590,560152,583438,NA,NA,42.27632,NA,NA,14.07211,NA,NA,0.18269,NA,NA,4.89776,NA,NA,182.86318,NA,NA,60.86791
"Lao PDR",0.8125,0.8344,0.79,10.84,10.76,10.93,368,374,363,0.9366,0.9423,0.9311,0.452,0.462,0.44,NA,25.51043508,NA,NA,NA,NA,NA,NA,NA,NA,NA,17953786416.1431,2542.4865281792,7439.5993595197,2450,7090,9,97.11763,98.63583,97.89004,22.33717,102.36099,100.35734,104.29185,91.46712,90.64573,92.25867,6.20188,18.15412,67.36178,65.0222,69.63483,60.0122,60.65005,2.81433,14.96676,15.51763,14.42553,22.36364,2.93781,72.1955032348633,77.5998001098633,75.2154998779297,7169000,3570000,3599000,378024,770305,392281,498892,1012875,513983,11.29744,1349693,663168,686525,451.08531,428.37741,153.29978,158.42651,150.45122,53.8407,1.19401,1.1339,0.40578,9.10321,12.53244,20.34415,517.95722,713.07458,1157.54734,181.91271,250.44024,406.54434
"Late-demographic dividend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.40242,96.36575,96.85427,17.16688,102.99358,103.18709,102.82136,96.50654,96.12652,96.43446,10.17609,13.50771,89.19515,89.90353,88.55396,82.59895,80.75856,12.63258,50.55029,56.27236,45.32936,NA,NA,NA,NA,NA,NA,NA,NA,76929874,163366402,86436528,85334560,179611094,94276534,NA,284236944,134708646,149528298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America & Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.2182251081363,NA,NA,NA,NA,NA,NA,NA,NA,NA,5800575821179.99,9044.21587884566,16590.2222494058,8718.56479437343,16083.1077455924,NA,98.65151,98.5478,98.59721,21.30215,109.26037,108.162,110.31534,93.71661,93.8643,93.57476,20.1933,16.4962,95.94882,97.93028,94.03574,77.50429,75.98675,19.09821,51.76061,58.61857,45.06093,NA,5.32586002349854,75.5040581589618,86.0578828949743,80.2041546396097,647291000,328748000,318283000,28911549,59012092,30100543,32568709,66301413,33732704,NA,128699648,63127061,65572587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America & Caribbean (excluding high income)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5334296402516,NA,NA,NA,NA,NA,NA,NA,NA,NA,5204644664482.81,8546.01902176315,16017.9960913673,8324.91032740868,15615.2777256028,NA,98.90272,98.77848,98.83801,21.57,109.72849,108.63993,110.77394,93.80971,93.96438,93.66115,19.02545,16.60104,95.91637,97.90873,93.99221,77.29944,75.79267,18.03317,50.63109,57.38926,44.0259,NA,5.32586002349854,75.3805868337041,85.9636735396813,80.0779544264293,614714000,312249000,302391000,27572663,56281942,28709279,31268410,63645010,32376600,NA,123088281,60378270,62710011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America & the Caribbean (IDA & IBRD countries)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.90531,98.83883,98.87007,21.69085,109.47689,108.39023,110.52086,93.75228,93.90213,93.60831,20.38355,16.65098,95.95598,97.94394,94.03561,77.43196,75.93138,19.29153,51.75045,58.50024,45.1521,NA,NA,NA,NA,NA,NA,NA,NA,28389786,57940359,29550573,32020433,65168074,33147641,NA,126854595,62232029,64622566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latvia",0.8461,0.918,0.7729,13.28,13.32,13.24,530,539,522,0.9958,0.9962,0.9955,0.724,0.773,0.678,NA,83.57717486,496.126330696125,492.794753924564,499.563002249915,478.698674145046,494.844375425937,462.043655782067,487.250588357622,491.382334003439,482.988506556091,34409229177.9105,17860.6171980214,30304.852496882,16510,29780,11,99.007,99.59776,99.31181,11.53684,99.36784,99.46599,99.27409,96.30354,96.82776,95.80282,2.11348,8.2712,110.72325,110.16252,111.25818,93.79965,92.71269,3.43388,88.05743,105.05897,72.0232,92.07733,4.71957,84.4738998413086,87.4763031005859,85.5378036499023,1916000,1034000,882000,59561,122145,62584,52408,107485,55077,11.80775,215508,104761,110747,765.14419,798.27888,383.3387,418.51169,436.6354,209.67516,1.51112,1.57656,0.75707,24.3364,26.00067,16.4552,6288.50531,6718.55049,4252.00817,3439.6301,3674.85234,2325.7252
"Least developed countries: UN classification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2496988217964,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064640218766.34,1054.4514989109,2995.44775813073,1079.66763158568,3018.75054922702,NA,71.28325,72.02108,71.65654,37.15033,103.50978,101.08343,105.88346,80.77344,78.44513,83.05122,13.27542,24.74825,46.40859,44.48205,48.29697,38.05158,40.25338,34.89187,10.46668,8.66765,12.25071,NA,3.28279995918274,NA,NA,NA,1033389000,519430000,513948000,74189713,150025254,75835541,68715677,138820306,70104629,NA,154435664,76310891,78124773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon",0.9409,0.9514,0.9328,10.54,10.36,10.73,405,405,405,0.9922,0.9926,0.9918,0.538,0.537,0.54,NA,78.18077489,393.450054210452,393.305183980399,393.618815618127,353.355316430011,366.325683529881,338.245949867655,383.71699371009,385.84851110667,381.233958539923,56639155555.5556,8269.78767551923,13081.1074629124,7920,13010,10,NA,NA,NA,12.48274,NA,NA,NA,NA,NA,NA,71.8373,7.67398,NA,NA,NA,NA,NA,59.0971,NA,NA,NA,59.09608,2.43467,NA,NA,NA,6856000,3406000,3449000,NA,NA,NA,NA,NA,NA,4.98637,NA,NA,NA,NA,327.5667,550.83523,NA,195.02488,327.95327,NA,0.41613,0.69976,NA,6.3953,19.47978,NA,851.15201,2592.56839,NA,506.75424,1543.54923
"Lending category not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho",0.5015,0.5408,0.4514,8.74,9.12,8.37,393,NA,NA,0.9141,0.9213,0.9073,0.371,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2738786277.79392,1299.15312598733,3219.45715691253,1390,3680,7,93.52547,77.69144,85.62885,32.94806,120.8975,117.76331,124.05408,93.31062,93.38934,93.23133,8.66576,25.34293,62.01393,71.25648,52.79545,41.35206,32.73142,1.43811,10.19626,12.39755,8.01804,18.19698,6.51166,NA,NA,NA,2125000,1077000,1048000,152541,304142,151601,109149,217958,108809,19.6773,303665,152346,151319,238.60319,128.19432,31.58664,93.94652,50.47464,12.43678,3.64379,1.9577,0.48237,20.7122,29.99591,44.69406,648.49983,939.1732,1399.37265,255.33732,369.78571,550.98251
"Liberia",0.7706,0.7902,0.7505,4.41,4.44,4.37,332,328,335,0.9253,0.931,0.9198,0.319,0.325,0.314,NA,7.984479722,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.264e+09,677.322178545364,1308.62953596446,610,1130,6,58.04248,63.0616,60.5954,22.32254,85.10919,84.7126,85.49155,44.25563,44.40058,44.11589,48.32709,18.39079,37.9035,32.90857,42.77182,15.69147,16.74498,58.36831,11.92253,9.15192,14.65242,38.84192,2.58412,93.9589996337891,92.1804962158203,92.6893997192383,4937000,2456000,2481000,379089,772918,393829,331770,674538,342768,21.63856,760307,373062,387245,66.61843,83.99517,26.01419,35.9872,45.37409,13.45086,1.09535,1.38106,0.56092,14.49935,17.73005,51.35162,189.83556,235.61698,592.80788,103.00103,127.86608,306.5163
"Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.75892062,NA,NA,NA,NA,NA,NA,NA,NA,NA,48364208571.4286,7241.70448113024,20764.1641363784,6400,21340,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6777000,3355000,3423000,373386,766337,392951,332105,681192,349087,NA,1094895,533548,561347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.1,534.96508297892,522.986513552722,545.508993332156,515.521654089438,528.535734125908,504.066255005285,524.694992275752,515.704487491677,532.608714950039,6214633651.30911,165028.245029187,NA,NA,NA,9,84.77157,96.31579,90.43928,7.80156,104.69974,102.86659,106.34921,92.1204,90.11815,91.24473,3.6409,9.55752,117.09433,105.06512,129.09747,85.94145,97.47292,3.24074,35.62193,27.35507,43.63477,100,2.55604,NA,NA,NA,38000,NA,NA,895,1979,1084,1351,2805,1454,7.13393,3424,1642,1782,NA,NA,NA,56.66195,69.58505,NA,0.98715,1.21229,NA,17.78872,13.34068,NA,NA,NA,NA,28134.0392,21099.16602,NA
"Lithuania",0.833,0.9126,0.7529,13.59,13.63,13.55,514,520,507,0.9957,0.9961,0.9954,0.712,0.761,0.666,NA,79.72258277,481.191188294563,482.453799078649,479.982688248683,475.873479608212,495.628341621994,456.965236505188,482.067012570461,485.181083083905,479.086399379285,53429066429.1251,19153.4089860651,35461.3590993235,17430,34320,10,101.90603,102.09313,102.00116,13.51703,103.87475,103.86016,103.88867,98.17529,NA,NA,3.16471,7.80821,108.40176,106.04087,110.63639,98.42562,98.49294,3.19815,72.41746,84.00104,61.4016,8.58076,4.00847,81.3599014282227,85.5688018798828,82.9925994873047,2778000,1493000,1285000,54528,111855,57327,104995,215260,110265,10.3608,266666,130175,136491,658.20446,1345.62447,714.87279,325.46523,665.3768,353.48626,0.75736,1.54835,0.82257,19.30844,17.68793,16.756,5850.44091,5359.42696,5077.05324,2892.89303,2650.09922,2510.47266
"Low & middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0069475714749,NA,NA,NA,NA,NA,NA,NA,NA,NA,31736202504807.9,4971.24220833193,11793.5373793215,4843.82510396929,11666.2363178451,NA,88.25747,88.92262,88.60169,25.44687,104.14928,104.37589,103.93768,88.60731,87.26031,89.86512,18.09149,18.11664,71.89608,71.43701,72.3232,63.29202,63.38137,27.52594,32.99005,34.73256,31.35744,NA,4.36409997940063,NA,NA,NA,6459453000,3194523000,3262859000,311537401,645165713,333628312,338251586,701800898,363549312,NA,1002577980,483452500,519125480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4386660807803,NA,NA,NA,NA,NA,NA,NA,NA,NA,588230486530.751,833.875876051462,2287.80688750076,840.563490248674,2361.03962261375,NA,65.44633,69.20985,67.34856,39.82732,102.73165,99.40416,105.99088,80.80115,78.33798,83.41102,12.23229,22.09153,41.23453,37.70653,44.69902,33.57867,36.1417,16.40948,8.88348,6.78566,10.96911,NA,3.99302005767822,NA,NA,NA,724057000,364369000,359688000,55575765,112315426,56739661,48641667,98174848,49533181,NA,118467399,58523820,59943579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7160738082777,NA,NA,NA,NA,NA,NA,NA,NA,NA,6702064695979.28,2217.09392828766,7655.13787487705,2242.03271100769,7607.91470946705,NA,90.88954,90.65152,90.76579,28.87235,105.46865,107.23091,103.82061,86.9201,85.53799,88.21263,25.08168,22.34035,68.37509,68.24519,68.49518,59.91367,60.08144,41.09559,24.80924,25.39428,24.2657,NA,3.84467005729675,53.4692701830213,81.8489841635028,66.5820445229833,3064148000,1501891000,1562258000,156732785,324328118,167595333,183334154,381643101,198308947,NA,522592941,252012412,270580529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",0.9395,0.9552,0.9249,12.4,12.57,12.24,500,500,499,0.9974,0.9977,0.9972,0.692,0.707,0.678,NA,97.06129871,483.421485222719,479.624474319127,487.11445061088,469.985389363179,484.813844757237,455.56326261123,476.769406208825,479.093175327296,474.509312903202,70885325883.0941,116639.88804711,113337.420494703,70870,72200,12,81.84524,78.80315,80.28714,8.30333,102.28595,101.99621,102.5641,95.03083,95.07074,94.76454,11.91926,8.82794,103.65505,104.78001,102.59039,83.58238,82.02628,18.49993,19.15177,20.1493,18.21811,4.0238,3.95519,77.8891983032227,81.3759994506836,79.6592025756836,615000,304000,311000,18359,37405,19046,22734,46748,24014,9.15,75492,36880,38612,731.67378,942.65539,303.36088,714.92984,921.08325,296.41863,1.24978,1.61016,0.51817,19.6895,19.40807,42.75533,20236.95299,19947.7048,43944.11548,19773.84162,19491.21272,42938.47895
